nzft_id,entity,entity_clean,transition_plan,coalitions,country_cpi,region_cpi,entity_sector_cpi,entity_subsector_cpi,aum_quartile,aum_or_total_assets
NZFT_00246,bank of new zealand (bnz),Bank of New Zealand (BNZ),False,"NZBA, PCAF, PRB",New Zealand,Other Oceania,Bank,Universal Bank,Large,166919.0
NZFT_00247,bank of ningbo co. ltd.,Bank of Ningbo ,False,,China,East Asia and Pacific,Bank,Commercial Bank,Large,467980.0
NZFT_00248,bank of queensland,Bank of Queensland,False,"NZBA, PRB",Australia,Other Oceania,Bank,Universal Bank,Large,166919.0
NZFT_00249,bank of shanghai co. ltd.,Bank of Shanghai ,False,,China,East Asia and Pacific,Bank,Commercial Bank,Large,422795.0
NZFT_00250,bank of åland plc,Bank of Åland ,False,"NZBA, CA100, PRB, PRI",Finland,Western Europe,Bank,Commercial Bank,Medium-small,10988.0
NZFT_00251,bank syz,Bank Syz,False,,Switzerland,Western Europe,Asset Manager,Asset Manager,Medium-large,27467.0
NZFT_00252,bankinter,Bankinter,True,"NZBA, PRB",Spain,Western Europe,Bank,Universal Bank,Medium-large,54453.0
NZFT_00253,bankinvest asset management fondsmæglerselskab a/s,Bankinvest Asset Management Fondsmæglerselskab,False,"NZAM, CA100, PRI",Denmark,Western Europe,Asset Manager,Asset Manager,Medium-large,24953.0
NZFT_00254,banpro grupo promerica,Banpro Grupo Promerica,False,"NZBA, PCAF, PRB",Nicaragua,Latin America & Caribbean,Bank,Universal Bank,Medium-large,22500.0
NZFT_00255,"banque et caisse d’epargne de l’etat, luxembourg",Banque et Caisse d’Epargne de l’Etat,False,"NZBA, PRB",Luxembourg,Western Europe,Bank,Universal Bank,Medium-large,58151.0
NZFT_00256,baoying fund,Baoying Fund,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,23026.0
NZFT_00257,barclays bank uk retirement fund,Barclays Bank UK Retirement Fund,False,"PAAO, A4S, PRI",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,39252.0
NZFT_00258,barclays plc,Barclays ,True,"NZBA, PCAF, PRB",United Kingdom,Western Europe,Bank,Universal Bank,Large,155948.0
NZFT_00259,barclays wealth management,Barclays Wealth Management,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,31622.0
NZFT_00260,baring private equity asia,Baring Private Equity Asia,False,,Hong Kong,East Asia and Pacific,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,22000.0
NZFT_00262,basellandschaftliche kantonalbank,Basellandschaftliche Kantonalbank,False,"NZBA, CA100, PCAF, PRI",Switzerland,Western Europe,Bank,Universal Bank,Large,166919.0
NZFT_00263,basf pensionskasse vvag,BASF Pensionskasse,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,15572.0
NZFT_00264,baupost group,Baupost Group,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,22000.0
NZFT_00265,bayer-pensionskasse vvag,Bayer-Pensionskasse,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,9650.0
NZFT_00266,bayerische versorgungskammer,Bayerische Versorgungskammer,False,"NZAOA, PRI",Germany,Western Europe,Asset Owner,Pension Fund,Large,123511.0
NZFT_00267,bayerischen landesbank,Bayerischen Landesbank,False,,Germany,Western Europe,Bank,Commercial Bank,Large,301730.0
NZFT_00268,bbc pension trust,BBC Pension Trust,False,"PAAO, A4S, OPSC, PRI",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,25124.0
NZFT_00270,bbva asset management,BBVA Asset Management,False,"NZAM, PRI",Spain,Western Europe,Asset Manager,Asset Manager,Large,110000.0
NZFT_00271,bbva group,BBVA Group,True,"NZBA, PCAF, PRB",Spain,Western Europe,Bank,Universal Bank,Large,199347.0
NZFT_00273,bc public service pension plan,BC Public Service Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-large,31303.0
NZFT_00274,bce master trust fund,BCE Master Trust Fund,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-large,19367.0
NZFT_00275,bcv,BCV - Banque Cantonale Vaudoise,False,,Switzerland,Western Europe,Bank,Universal Bank,Large,136790.0
NZFT_00276,bdt & msd partners,BDT & MSD Partners,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,23088.0
NZFT_00277,beach point capital,Beach Point Capital,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,19000.0
NZFT_00278,beacon capital,Beacon Capital,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,14429.0
NZFT_00280,bell canada pension plan,Bell Canada Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-large,21000.0
NZFT_00281,belle haven investments,Belle Haven Investments,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,20000.0
NZFT_00283,bentallgreenoak,Bentallgreenoak,False,PRI,United States of America,US & Canada,Asset Manager,REIT,Large,83000.0
NZFT_00284,berenberg group,Berenberg Group,True,IFRS,Germany,Western Europe,Asset Manager,Asset Manager,Medium-large,39019.0
NZFT_00288,berliner ärzteversorgung,Berliner Ärzteversorgung,False,PRI,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,11605.0
NZFT_00289,berner kantonalbank,Berner Kantonalbank,False,"NZBA, PCAF, PRI",Switzerland,Western Europe,Bank,Universal Bank,Large,166919.0
NZFT_00290,bernische lehrerversicherungskasse (blvk),Bernische Lehrerversicherungskasse (BLVK),False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,9112.0
NZFT_00291,beroepsvervoer over de weg,Beroepsvervoer Over De Weg,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-large,44781.0
NZFT_00292,"beutel, goodman","Beutel, Goodman",False,"CA100, PRI",Canada,US & Canada,Asset Manager,Asset Manager,Medium-large,35879.0
NZFT_00295,blackrock,Blackrock,False,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,11551251.0
NZFT_00296,blackstone,Blackstone,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,1127180.0
NZFT_00297,blue owl capital,Blue Owl Capital,False,"PCAF, PRI",United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,251119.0
NZFT_00298,blue sky group,Blue Sky Group,True,,Netherlands,Western Europe,Asset Manager,Asset Manager,Medium-large,24076.0
NZFT_00299,bmo financial group,BMO Financial Group,False,"CPLC, PCAF, PRB",Canada,US & Canada,Bank,Universal Bank,Large,1410000.0
NZFT_00300,bmo global asset management,BMO Global Asset Management,False,"NZAM, CA100, PRI",Canada,US & Canada,Asset Manager,Asset Manager,Large,193000.0
NZFT_00302,bmw (uk) trustees,BMW (UK) Trustees,True,RTZ,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,6475.0
NZFT_00303,bmw pensionskasse (österreich) ag,BMW Pensionskasse (Österreich),False,,Austria,Western Europe,Asset Owner,Pension Fund,Medium-small,12725.0
NZFT_00304,bnk asset management,BNK Asset Management,False,,"Korea, Republic",East Asia and Pacific,Asset Manager,Asset Manager,Large,130000.0
NZFT_00305,bnp paribas,BNP Paribas,True,"NZBA, CAFI, CPLC, PCAF, PRB",France,Western Europe,Bank,Universal Bank,Large,1425089.0
NZFT_00306,bnp paribas asset management,BNP Paribas Asset Management,True,"NZAM, CA100, PRI",France,Western Europe,Asset Manager,Asset Manager,Large,588050.0
NZFT_00307,bnp paribas cardif,BNP Paribas Cardif,False,"NZAOA, CA100, PRI",France,Western Europe,Insurer,Insurance,Large,287000.0
NZFT_00308,bnsf railway retirement plan,BNSF Railway Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,8210.0
NZFT_00309,boci-prudential,Boci-Prudential,False,,Hong Kong,East Asia and Pacific,Asset Manager,Asset Manager,Medium-small,13776.0
NZFT_00310,boilermakers national pension plan,Boilermakers National Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,9021.0
NZFT_00312,border to coast pensions partnership limited,Border To Coast Pensions Partnership Limited,True,"NZAM, OPSC, PRI",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,43829.0
NZFT_00313,bosera asset management,Bosera Asset Management,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Large,224978.0
NZFT_00315,boston retirement system,Boston Retirement System,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,6255.0
NZFT_00316,boston trust walden,Boston Trust Walden,False,"NZAM, IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,16300.0
NZFT_00318,boyd watterson,Boyd Watterson,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,17707.0
NZFT_00319,bp pension trustees limited,BP Pension Trustees Limited,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,25800.0
NZFT_00320,bpce assurances,BPCE Assurances,False,"NZAOA, CA100, PRI",France,Western Europe,Insurer,Insurance,Large,2077440.0
NZFT_00321,bper banca s.p.a.,BPER Banca,False,"NZBA, PRB",Italy,Western Europe,Bank,Universal Bank,Large,74002.0
NZFT_00322,bpf bouwnijverheid (bpfbouw),Bpf Bouwnijverheid (bfpBOUW),True,,Netherlands,Western Europe,Asset Owner,Pension Fund,Large,83000.0
NZFT_00324,bpifrance,Bpifrance,True,PCAF,France,Western Europe,Asset Owner,Sovereign Wealth Fund,Medium-large,55000.0
NZFT_00325,bpl (landbouw),BPL Pensioen (landBOUW),False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-large,43207.0
NZFT_00326,brandes investment,Brandes Investment,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,17238.0
NZFT_00327,brandywine global investment management,Brandywine Global Investment Management,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,56026.0
NZFT_00329,breckinridge capital advisors,Breckinridge Capital Advisors,False,"NZAM, IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,52000.0
NZFT_00330,bregal investments,Bregal Investments,False,"NZAM, PRI",United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,10085.0
NZFT_00331,brevan howard asset management,Brevan Howard Asset Management,False,,United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,31000.0
NZFT_00332,bridgepoint,Bridgepoint,True,PRI,United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,94620.0
NZFT_00334,bridgewater associates,Bridgewater Associates,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Large,89600.0
NZFT_00335,brighter super,Brighter Super,False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,27318.0
NZFT_00336,brightsphere,Brightsphere,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Large,117300.0
NZFT_00337,british airways pension trustee ltd,British Airways Pension Trustee,True,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,6558.0
NZFT_00338,british coal staff superannuation scheme,British Coal Staff Superannuation Scheme,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,10734.0
NZFT_00339,brookfield asset management,Brookfield Asset Management,True,"NZAM, IFRS",Canada,US & Canada,Asset Manager,Asset Manager,Large,1000000.0
NZFT_00340,brown advisory,Brown Advisory,False,"NZAM, CA100, IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,128400.0
NZFT_00342,brunei investment agency (bia),Brunei Investment Agency (BIA),False,,Brunei,East Asia and Pacific,Asset Owner,Sovereign Wealth Fund,Medium-large,52000.0
NZFT_00343,brunel pension partnership,Brunel Pension Partnership,True,"PAAO, A4S, CA100, IFRS, OPSC, PRI",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,40000.0
NZFT_00344,bt funds management limited nz,BT Funds Management Limited NZ,False,"NZAM, PRI",New Zealand,Other Oceania,Asset Manager,Asset Manager,Medium-small,15000.0
NZFT_00345,bt pension scheme,BT Pension Scheme,False,"NZAOA, PAAO, OPSC, PRI",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,46053.0
NZFT_00347,btg pactual,BTG Pactual,False,PCAF,Brazil,Latin America & Caribbean,Asset Manager,Asset Manager,Large,247000.0
NZFT_00348,buckinghamshire county council pf (lgps),Buckinghamshire County Council Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,5212.0
NZFT_00349,bureau of labor funds (blf),Bureau of Labor Funds (BLF),True,,Taiwan,East Asia and Pacific,Asset Owner,Pension Fund,Large,170429.0
NZFT_00350,burgundy asset management,Burgundy Asset Management,True,PRI,Canada,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,19358.0
NZFT_00352,bvv,BVV,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-large,34762.0
NZFT_00353,c worldwide asset management,C Worldwide Asset Management,True,"NZAM, CA100, PRI",Denmark,Western Europe,Asset Manager,Asset Manager,Medium-large,20700.0
NZFT_00354,cadbury mondelēz pension fund,Cadbury Mondelēz Pension Fund,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,6471.0
NZFT_00357,caisse de prévoyance de l'etat de genève (cpeg),Caisse de Prévoyance de l'Etat de Genève (CPEG),False,PRI,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,13583.0
NZFT_00358,caisse de réserve des employés de la banque de france,Caisse de Réserve des Employés de la Banque de France,False,,France,Western Europe,Asset Owner,Pension Fund,Medium-small,9549.0
NZFT_00359,caisse des dépôts,Caisse des Dépôts,True,"NZAOA, CAFI, PPCA",France,Western Europe,Bank,Universal Bank,Large,1076184.0
NZFT_00362,caitong fund management,Caitong Fund Management,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,19750.0
NZFT_00363,caixa economica federal,Caixa Economica Federal,False,PRB,Brazil,Latin America & Caribbean,Asset Manager,Asset Manager,Large,114016.0
NZFT_00364,caixa geral de depósitos (cgd),Caixa Geral de Depósitos ,True,"NZBA, PRB",Portugal,Western Europe,Bank,Universal Bank,Large,110004.0
NZFT_00366,caixabank,Caixabank,True,"NZBA, PCAF, PRB",Spain,Western Europe,Bank,Universal Bank,Large,196112.0
NZFT_00367,calamos advisors,Calamos Advisors,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,33716.0
NZFT_00368,california institute of technology retirement plan,California Institute of Technology Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,6302.0
NZFT_00369,california savings plus 401(k) plan (state of california),California Savings Plus 401(K) Plan (State of California),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,19700.0
NZFT_00370,california state teachers' retirement system (calstrs),California State Teachers' Retirement System (CALSTRS),True,"IFRS, PRI",United States of America,US & Canada,Asset Owner,Pension Fund,Large,309931.0
NZFT_00372,callan,Callan,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Large,3000000.0
NZFT_00374,calpers,Calpers,True,"NZAOA, CA100, PRI",United States of America,US & Canada,Asset Owner,Pension Fund,Large,515515.0
NZFT_00375,calvert research and management,Calvert Research and Management,True,"NZAM, IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,38423.0
NZFT_00376,cambridgeshire pension fund (lgps),Cambridgeshire Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,8354.0
NZFT_00377,canada pension plan investment board (cppib),Canada Pension Plan Investment Board (CPPIB),True,PRI,Canada,US & Canada,Asset Owner,Pension Fund,Large,477676.0
NZFT_00378,canadian broadcasting corporation pension plan,Canadian Broadcasting Corporation Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,5851.0
NZFT_00380,canadian forces pension plan,Canadian Forces Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-large,34596.0
NZFT_00381,canadian imperial bank of commerce (cibc),Canadian Imperial Bank of Commerce (CIBC),True,,Canada,US & Canada,Bank,Commercial Bank,Large,266292.0
NZFT_00382,canadian national railway company pension plan,Canadian National Railway Company Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,12814.0
NZFT_00383,candriam,Candriam,True,"NZAM, CA100, PRI",Belgium,Western Europe,Asset Manager,Asset Manager,Large,156825.0
NZFT_00384,canso investment counsel,Canso Investment Counsel,False,PRI,Canada,US & Canada,Asset Manager,Asset Manager,Medium-large,19000.0
NZFT_00385,cantillon capital management,Cantillon Capital Management,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,21040.0
NZFT_00386,canton de neuchâtel,Canton de Neuchâtel,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,5581.0
NZFT_00387,canton de vaud (cpev),Canton de Vaud (CPEV),False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,15984.0
NZFT_00388,cap prévoyance,Cap Prévoyance,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,5615.0
NZFT_00391,capital four,Capital Four,True,"NZAM, PRI",Denmark,Western Europe,Asset Manager,Asset Manager,Medium-large,22000.0
